Address
20 Foreshore Drive
20 Helen Joseph Road
20 Hopecraig Ave
20 Margaret Mncadi Avenue
20 Margaret Mncadi Avenue
20 Mentone Rd
"20 Ss Brighton Park, 91 Kingsley Road"
20 Tambotie Street
20 Victoria Embankment Avenue
20 Victoria Embankment Avenue
20 Victoria Embankment Avenue
20 Victoria Embankment Avenue
200 Mountbatten Drive
201 10th Avenue
201 Marine Drive
203 Helen Joseph Road
205 Glenardle Road
206 Musgrave Avenue
206 Percy Osborne
20a Treasure Beach Road
21 Ashfield Ave
21 Bemersyde
21 Chancellor Avenue
21 Dinapur Road
21 Francis Place
21 OR Tambo Parade
21 Prince Street
21 Windham Avenue
211 Prince Street
211 Prince Street
213 Problem Mhkize Road
214 Clark Road
215 Avondale Road
215 Bulwer Road
219 Florida Road
219 Lambert Road
22 Botanic Grove
22 Coronation Road
22 Garbutt Road
22 Island Circle
22 Leven Place
22 Manor Drive
22 Millwood Crescent
22 Prince Street
22 Rickben Crescent
22 San Angelo 86 Valley View Avenue
222 Avondale Road
222 John Zikhali
223 Lighthouse Road
226 9th Avenue
226 9th Avenue
226 9th Avenue
226 9th Avenue
226 9th Avenue
227 Brand Road
227 O.r. Tambo Parade
23 Arcadia Road
23 Brand Road
23 Coedmore Avenue
23 Compromise Crescent
"23 Florida Keys, 336 Musgrave Road"
23 Fowey Road
23 Lakhimpur Road
23 Myro Drive
23 Palmcastle Road
23 Raj Mahal Road
"23 San Remo, 127 Snell Parade"
23 Signal Road
23 Sol Harris Crescent
23 Sol Harris Crescent
23 Sol Harris Crescent
23 Sol Harris Crescent
23 Sol Harris Crescent
23 Sol Harris Crescent
23 Sol Harris Crescent
23 Trematon Drive
232 Queen Mary Avenue
235 Marine Drive
235 Snell Parade
237 Marine Parade
237 O.r. Tambo Parade
24 Brixham Avenue
24 Campbell Avenue
24 Ken Place
24 Nasik Road
24 Norfolk Rd
24 Norfolk Rd
"24 Selma Court, 358 King Dinuzulu Road"
24 South Ridge Road
24 Tiburon Place New Dawn Park
241 Clark Road
241 Mahatma Ghandi
242 Brand Road
242 Vause Road
243 O R Tambo Parade
243 OR Tambo Parade
245 Marine Drive
246 Z K Matthews ( Nicolson) Road
25 A Nathaniel Isaacs Crescent
25 Baumann Road
25 Brewers Avenue
25 Fyfe Road
25 J.b Marks Road
25 J.b. Marks Road
25 Joseph Nduli Street
25 Joseph Nduli Street
25 Joseph Nduli Street
25 Joseph Nduli Street
25 Malton Road
25 Malton Road
25 Morris Hodson Avenue
25 Morris Place
25 Nathaniel Isaacs Crescent
25 Nathaniel Isaacs Crescent
25 Penguin Walk
25 Percy Osborn Road
"25 Pommern Lane, 30 Riverhorse Gardens"
25 Riverhorse Close
25 Riverhorse Close
25 Sawfish Road
250 Inanda Road
255 Problem Mkhize Rd
258 Flower Road
26 Alan Paton Road
26 Culbin Road
26 Heather Road
26 Lambert Road
26 Lena Ahrens Road
26 Oxford Road
260 Problem Mkhize Road
260 Problem Mkhize Road
260 Problem Mkhize Road
263 O.r. Tambo
264 Musgrave Rd
264 Musgrave Road
265 Kenilworth Avenue
265 Lighthouse Road
27 Elgie Road
27 Mogul Crescent
27 Musgrave
27 O R Tambo Parade
27 O.r. Tambo Parade
27 OR Tambo Parade
27 St Geran Grove
27 Tyne Avenue
273 Dr Yusuf Dadoo St
273 Maud Lane
274 Mazisi Kunene Rd
277 Avondale Road
279 Marine
28 Clark
28 Gwala-gwala Way
28 Hollander Crescent
28 Lena Ahrens Road
28 Lilian Ngoyi Road
28 Livingstone Road
28 Peter Mokaba Ridge Road
28 Peter Mokaba Road
28 Rosebelle Lane
28 Somme Road
28 Somtseu Rd
280 Oliver Lea Drive
280 Wakesleigh Road
283 J B Marks Road
284 Watsonia Road
29 Collingham Road
29 Ebor Avenue
29 Malton Road
29 Malton Road
29 Malton Road
29 Norfolk Road
29 Richmond Gardens
29 Sol Harris Crescent
29 Sol Harris Crescent
"29 Ss Chelsea Court, 67 Victoria Embankment Avenue"
290 St Thomas Road
292 Vause Road
292 Vause Road
296 Alan Paton Road
3 Blairview 124 10th Avenue
3 Culbin Place
3 Cutfield Place
3 Dr Langalibalele Dube St
3 Drury Road
3 Ebonyfield Avenue
"3 Ss Highgate, 107 Highbury Road"
"3 Ss Patleigh, 119 Clarence Road"
30 Bridgeview
"30 Crieff Place, Durban"
30 Enfield Road
30 Prince Street
30 Valley View Road
300 Problem Mkhize Road
300 Varsity Drive
301 Spencer Road
306 Wellfreer Road
31 Avondale Road
31 Belmont Road
31 Joseph Nduli Street
31 Prince Street
31 Sim Place
31 Timeball Boulevard
31 Timeball Boulevard
310 Brighton Road
311 Peter Mokaba Road
312 Avondale Road
312 Lena Ahrens Road
"313 Ss THE Sails, 14 Timeball"
32 Assembly Road
32 Benghazi Crescent
32 Eland Road
32 Guildford Road
32 Haden Road
32 Lancaster Road
32 Pemilton Avenue
32 Silvertree Road
320 Yusuf Dadoo Street
323 Currie Road
329 Florida Road
33 6th Avenue
33 Bidar Road
33 Earl Haig Road
33 Maud Mfusi St
33 Maud Mfusi Street
33 O R Tambo Parade
33 Sol Harris Crescent
33 Sol Harris Crescent
33 Sol Harris Crescent
33 Warrangal Road
330 Mazisi Kunene Rd
332 Che Guevara
332 Che Guevara Road
332 Lena Ahrens Road
332 Moore Road
335 Currie Road
336 Musgrave Road
337 Cliffdale Road
34 Bowes Lyon Avenue
34 Cordova Cl
34 Ryde Avenue
34 Sol Harris Crescent
34 Sol Harris Crescent
34 Sol Harris Crescent
34 Sol Harris Crescent
34 Steel Road
34 Warangal Road
342 Peter Mokaba Ridge
347 Currie Road
348 Sarnia Road
348 Stephen Dlamini Road
35 Baines Road
35 Boston Road
35 Kildare Road
35 Lena Ahrens Road
355a Currie Road
355b Currie Road
358 Marine Drive
36 Benghazi Crescent
36 Ebonyfield Avenue
36 Palmerston Road
"36 Queen Elizabeth Mews, 136 Bidston Road"
36 Southend Avenue
36 Steel Road
36 Tyger Avenue
360 Lena Ahrens Road
362 Mahatma Gandhi Road
362 Mahatma Gandhi Road
365 Mountbatten Drive
367 Peter Mokaba Road
368 Esther Roberts Road
368 Lena Ahrens Road
369 King Dinuzulu Road
37 Cromwell Road
37 Cromwell Road
37 Island Circle
37 Joseph Nduli Street
37 Silverton Road
370 Lena Ahrens Road
373 Umgeni Road
374 Musgrave
377 Currie Road
38 Gordon Road
38 Gordon Road
38 Nizam Road
38 Steel Road
380 Musgrave Road
381 King Dinuzulu Road South
382 Currie Road
383 Currie Road
39 Currie Road
39 J.b. Marks Road
39 Jb Marks Road
39 Jb Marks Road
39 Margaret Mncadi
39 Margaret Mncadi Avenue
39 Prince Street
39 Riverhorse Road
39 South Beach Avenue
39 South Beach Avenue
39 Thorn Road
3a Cutfield Place
3a Cutfield Place
4 Bathurst Road
4 Carlton Avenue
4 Constantine Road
"4 Essendene, 15 Rothesay Place"
4 Kinnord Place
4 Prospect Road
4 San Kellind 15 Charles Henwood Road
4 Smithfield Road
"4 Ss Athenae, 185 Currie Road"
4 Sutton Crescent
4 The Gates 335 Currie Road
40 Brighton Road
40 Bushlands Road
40 Diakonia Avenue
40 Villa Road
407 Lena Ahrens Road
408 Che Guevara Road
41 6th Street
41 Bayview Road
41 Crouch Road
41 Parkington Grove
41 Satara Road
41 Snell Parade
41 Snell Parade
410 Oliver Lea Drive
42 Arum Road
42 Henwood Road
42 Herbert Andrews Road
42 Idlewild 92 Smiso Nkwanyana Road
42 Marine Drive
42 Smiso Nkwanyana Road
42 Spanier Marson Road
42 Springfield Road
421 Innes Road
43 Carmont 116 Mountain Rise
43 Firozepore Road
43 Kara Road
43 Narbada Road
43 Piedmont Road
43 Prince Umhlangane Road
43 Selborne Road
434 Lilian Ngoyi Road
437 Currie Road
44 Beachfield Crescent
44 Ganesh Road
44 Milne Street
44 Netford Road
44 Netford Road
44 Netford Road
44 Netford Road
44 Ocean View Drive
44 Ronald Road
44 Ronald Road
44 Steel Road
442 Musgrave Road
442 Stephen Dlamini Road
447 Currie
447 Mahatma Gandhi Rd
448 Park Station Road
449 Lena Ahrens ( Manning ) Road
449 Lena Ahrens ( Manning ) Road
449 Lena Ahrens Road
45 Malton Mews
45 Oceandale Road
45 Roland Chapman Drive
45 Rosebank Avenue
45 Sloane Road
"45/46 Cressington, 37 Joseph Nduli Street"
450 Queen Elizabeth Avenue
456 Jb Marks Road
457 Innes Road
459 Park Station Road
459 Park Station Road
46 Campile Crescent
46 Joseph Nduli Street
46 Musgrave Road
46 Palmiet Road
46 Seaward Road
461 Currie Road
465 Bartle Road
465 Peter Mokaba Ridge Road
469 Lilian Ngoyi Road
47 Campbell Avenue
47 Charles Grove
47 Diakonia Avenue
47 Diakonia Avenue
47 Diakonia Avenue
47 Diakonia Avenue
47 Diakonia Avenue
47 Folkestone Road
47 Folkestone Road
47 Hollander Crescent
479 Musgrave Road
48 Belmont Road
48 Briardale Drive
48 Clyde Avenue
48 Clyde Avenue
48 Doctor Pixley Kaseme Street
"48 Felix Ndlovu Road, Overport"
48 Lilian Ngoyi Road
48 Windermere Road
485 Annet Drive
488 Lena Ahrens Road
49 Maxwell Avenue
49 Mazisi Kunene
49 Mazisi Kunene Road
49 Redmore Road
49 Redmore Road
"5 Arbor Ridge, 72 Mazisi Kunene Road"
5 Birkenhead Road
5 Clarkson Road
5 Clarkson Road
"5 Hamilton Close North, 119 Bulwer Rd, Glenwood"
5 Jesmond Road
5 O.r. Tambo Parade
5 Paruks Drive
5 Roseanne Place
5 Samora Machel Street
5 Serridge Place
5 Serridge Square
5 Strathcone Place
5-7 Keal Road
50 Channel View Road
50 Fiona Street
50 Gordon Road
50 Gordon Road
50 Oakleigh Drive
50 Woodlands Avenue
500 Marine Drive
501 Marine Drive
"501 Wharfside, 134 Mahatma Gandhi Road"
503-505 Stephen Dlamini Road
"505 Wharfside, 134 Mahatma Gandhi Road"
"506 Wharfside, 134 Mahatma Gandhi Road"
"507 Wharfside, 134 Mahatma Gandhi Road"
508 Marine Drive
"508 Wharfside, 134 Mahatma Gandhi Road"
"509 Wharfside, 134 Mahatma Gandhi Road"
51 Hollander Crescent
51 Lena Ahrens Road
51 Teal Close
"510 Wharfside, 134 Mahatma Gandhi Road"
"511 The Wharfside, 134 Mahatma Gandhi Road"
"512 Wharfside, 134 Mahatma Gandhi Road"
514 Lilian Ngoyi Road
515 Felix Dlamini Road
518 Annet Drive
52 Dublin Avenue
525 Marine Drive
527 Che Guevara Road
53 Joseph Nduli Street
530 Annet Drive
533 Che Guavara Road
54 Cope Road
54 Cromwell
54 Green Fern Road
54 John Geekie Road
54 Kirstengrove 12 Sandown Road
54 Margaret Mncadi Avenue
54 Sambalpur Road
54 Victoria Embankment Avenue
542a Che Guevara Road
55 Currie Road
55 Currie Road
"55 Currie Road, Musgrave"
55 Garcin Place
55 Myro Drive
55 Sidmouth Avenue
550 Marine Drive
551 Mahatma Gandi Road
551 Musgrave Road
553 Che Guevara Rd
554 Lilian Ngoyi Road
554 Windermere 554 Lilian Ngoyi Road
559 Currie Road
57 King Cetshwayo Highway
57 Maynard Road
57 Rawalpindi Road
570 Inanda Road
571 Che Guevara Road
573 Mahatma Gandhi Road
573 Mahatma Gandhi Road
59 Bridgeview Road
59 Bridgeview Road
59 Hospital Road
590 Chris Hani Rd
5a Lilac Lodge 158 Arundel Road
6 Bexmore Place
6 Birkenhead Road
6 Cedarfield Cl
6 Cedarfield Cl
6 Cedarfield Close
6 Cedarfield Crescent
6 Garbutt Road
6 J.n. Singh Street
"6 Kintyre, 152 Clark Road"
6 Lancelot Avenue
6 Mc Arthur Street
6 Newton Place
6 Roselea Court 26 Gordon Road
6 Tifflin Road
60 Amilcar Cabral Road
60 Clair Avenue
"60 Cromwell Road, Bulwer"
60 Diakonia Avenue
60 Diakonia Avenue
60 Diakonia Avenue
60 Diakonia Avenue
60 Dunville Road
60 Mazisi Kunene Road
60 Old Fort Road
60 Treasure Beach
"603 Wharfside, 134 Mahatma Gandhi Road"
"606 Wharfside, 134 Mahatma Gandhi Road"
61 Moffat Avenue
61 Strelitzia 81 Lena Ahrens Road
61 Tyger Road
612 Musgrave Road
612 Musgrave Road
617 Marine Drive
62 Bartle Road
62 First Avenue
620 Currie Road
620 Stephen Dlamini
63 Colwyn Road
63 Eighth Avenue
63 Eighth Avenue North
63 Polkinghorne Road
637 Musgrave Road
64 Lambert Road
64 Lambert Road
64 Lambert Road
64 Lamont Road
643 Marine Dr
643 Marine Drive
65 Storm Road
651 Currie Road
66 & 66a Esther Roberts Road
66 Brettonwood Avenue
66 Cato Road
66 Cato Road
66 Cato Road
66 Hillary Road
66 Musgrave Road
66 Musgrave Road
67 Alpha Crescent
67 Lena Ahrens Road
67 Mazizi Kunene Road
67 Moss Road
67 Victoria Embankment Avenue
67 Victoria Embankment Avenue
68 Bowen Avenue
68 Musgrave Avenue
68 Sir Arthur Road
68 Sir Arthur Road
68 Venice Road
681 Peter Mokaba Ridge
687 Musgrave Road
69 Bulwer Road
"69 Gillespe Street, South Beach, Durban"
69 Peter Mokaba Road
690 Musgrave
694 Peter Mokaba Ridge
7 Bexmore Place
7 Burnton Place
7 Garfish Crescent
"7 Halldene, 24 Riverview Road"
7 Mary Thipe Street
"7 Ss Davendale, 15 Somerset Avenue"
"7 Ss Lennoxmere, 28 Lilian Ngoyi Road"
7 Woodburn Place
70 Bushland Road
70 Bushland Road
70 Bushlands Road
70 Bushlands Road
70 Silver Avenue
"706 Wharfside, 134 Mahatma Gandhi Road"
71 Croton Road
71 Ellis Brown Road
71 Gillespie Street
71 Gillespie Street
71 Gillespie Street
71 Gillespie Street
71 Gladys Mazibuko Road
71 Gladys Mazibuko Road
71 Valley View Avenue
72 Bedford Avenue
72 Joe Slovo Street
72 Madeline Road
72 Myro Drive
72 Mysore Road
72 River Drive
"72 Ss Inverness, 49 Mazisi Kunene Road"
724 Bluff Road
724 Stephen Dlamini Road
73 Dinapur Road
73 Hendon Road
73 Lancelot Avenue
73 Regent Avenue
73 Woodford Grove
731 Chris Hani Road
732 Essenwood Road
732 Peter Mokaba Ridge
739 Peter Mokaba
747 Musgrave Road
77 Himalayas Road
78 Goble
78 Madeline Road
78 Sormany Road
78 Villa Road
785 Marine Drive
793 Marine Drive
8 Dibrugarth Road
8 Foreshore Dr
8 Kildare Road
8 Kildare Road
"8 Matlock Grove, Sydenham"
8 Neptune Crescent
"8 Ss Corra Lynn, 4 Kilburn Avenue"
8 Tenby Place 3 Ayana Mews Greenwood Park
8 Unit Avenue
8 Winchester Drive
80 Doble Road
80 Fyfe Road
"80 Fyfe Road Morningside, Durban."
80 Rapson Road
80 Somtseu Road
"802 Wharfside, 134 Mahatma Gandhi Road"
"807 Wharfside, 134 Mahatma Gandhi Road"
"808 Wharfside, 134 Mahatma Gandhi Road"
"809 Wharfside, 134 Mahatma Gandhi Road"
81 Bellevue Road
81 West Road Overport
"812 Wharfside, 134 Mahatma Gandhi Road"
83 Assembly Road
83 Benjamin Road
83 Clarence Road
83 Clarence Road
83 Mahatma Gandhi Road
83 Mahatma Gandhi Road
83 Mahatma Gandhi Road
83 Mahatma Gandhi Road
83 Mahatma Gandhi Road
"83 Pasadena Court, 21 O R Tambo Parade"
832 Bluff Road
84 Silvertree Road
84 Somtseu Raod
84 Somtseu Road
84 Somtseu Road
84 Somtseu Road
84 Somtseu Road
85 Dr Pixley Kaseme Street
85 Warangal Road
850 Umbilo Road
851 Bluff Road
86 Blake Road
86 Botanic Gardens Road
86 Botanic Gardens Road
86 Buldana Road
86 Dunnottar Avenue
86 Vause Road
861 King Cetshwayo Highway
87 Garmouth Avenue
87 Margaret Mncadi Avenue
87 Peter Mokaba Road
87 Windham Avenue
88 Blake Road
88 Musgrave Road
88 Musgrave Road
89 Esther Roberts Road
89 Helen Joseph Road
89 J.b. Marks Rd
9 Brand Road
9 Cato
9 Dorothy Nyembe Street
9 Hazeldene Road
9 Joseph Nduli Street
"9 Les Belles, 128 Bellevue Road"
9 Sandile Thusi Road
9 Sandile Thusi Road
"9 Ss Lynika Mews, 5 Stableford Road"
90 Oakleigh Drive
"901 Wharfside, 134 Mahatma Gandhi Road"
91 A Somtseu Road
91 Dr Pixley Kaseme Street
91 Hendry Road
91 Kingsley Road
91 Lambert Road
91 Lambert Road
91 Lambert Road
91 Somtseu Rd
91 Somtseu Road
91 Somtseu Road
91 Somtseu Road
91 Somtseu Road
92 Bartle Road
"92 Dennis Hurley Street, Durban Cbd"
92 Esther Roberts
925 Sarnia Road
93 Chiltern Drive
93 Chiltern Drive
93 Chiltern Drive
93 Claribel Road
93 Claribel Road
93 Currie Road
"93 Donegal, 280 Problem Mkhize Road"
93 Rapson Road
93 Rapson Road
93 Rapson Road
93 Ss Chiltern Drive
94 Hospital Road
94 Hospital Road
94 School Road
95 Braeside Avenue
95 Madeline Road
95 Marseilles Crescent
95 O.r Tambo Parade
95 O.r. Tambo Parade
95 OR Tambo
95 Rapsaon Road
951 Marine Drive
96 Riley Road
97 Marine Parade
98 Hedge Row
98 Pemary Ridge Street
98 Pemary Ridge Street
98 Pemary Ridge Street
99 Sunderland Road
Address
"Avonmore, 277 Avondale Road"
Bayview Road
"Beach Hurst, 243 O R Tambo"
"Beachhurst, 243 O R Tambo"
"Beachhurst, 243 OR Tambo"
"Bryanston Heights, 169 King Dinuzulu Road"
"Cocomo Palms, 20 Foreshore Drive"
"Cumberland, 111 Snell Parade"
"Davenport Square, 89 Helen Joseph Road"
"Devonshire Court, 104 Margaret Mncadi Avenue"
"Edward Court, 11 Harrietwood Crescent"
"Exeter Hall, 29 Sol Harris Crescent"
"Gilroc, 31 Gillespie Street"
"Grosvenor Court , 41 Snell Parade"
"Grosvenor Court , 41 Snell Parade Road"
"Grove Hurst, 30 Hurst Grove"
"Harbour View Heights, 5 Timeball Boulevard"
Henley Road
"High Wycombe, 187 O R Tambo"
"High Wycombe, 187 O R Tambo"
"John Ross House, 20 Margaret Mncadi Avenue"
"Lambert Estate, 91 Lambert Road Road"
Lambert Road
"Lanzerac, 203 Avondale Road, Essenwood"
"Lanzerac, 203 Avondale Road, Essenwood"
"Las Vegas, 167 A Snell Parade"
"Las Vegas, 167 Snell Parade"
"Maldonado, 29 A OR Tambo Parade"
"Maldonado, 29 OR Tambo"
"Maldonado, 29 OR Tambo Parade"
"Mangrove Beach Centre, 91 B Somtseu Road"
"Melody Mansions, 59 Clark"
"Merion Court, 19 Prince Street"
"Merion Court, 19 Prince Street"
"Montezuma, 117 Snell Parade"
Morningside Gardens 30 Valley View Road
Musgrave Boulevard 27 Musgrave Avenue
"Musgrave Heights, 132 Musgrave Avenue"
Penzance 31 Prince Street
"Quayside, 31 Signal Road"
"San Francisco, 189 Prince Street"
Sawfish Road
Snel Parade
Snell Parade
"Stonedale, 47 Folkstone Road"
"Strawberry Fileds, 144 Wattle Grove"
Sunderland Road
The Bay 70 Stellawood Road
The Bay 70 Stellawood Road
"The Quays, 31 Signal Road"
"Unit 120, Island Office Park, Riverhorse Valley"
Unit 1702 Capri Heights 31 Ke Masinga Road
"Unit 35 Strawberry Fields , 144 Wattle Grove"
"Unit 6, Ocean Way, 30 Prince Street"
"Villa Heights, 78 Villa"
"Westmilne, 5 John Milne Road, South Beach"
"Wharfside, 134 Mahatma Gandhi Street"
"Windermere Centre, 163 A Lilian Ngoyi Road"
"Windermere Centre, 163 Lilian Ngoyi Road"
"x Sahara Sands, 25 B Nathaniel Isaacs Crescent"
X X1 Somme Road
"Xxxx Kensington Heights, 311 North Ridge Road"
